stack_height,top_etd_gap_days,same_vessel,same_port,weight_ok,weight_rank_inc,weight_rank_top,block_occ,days_until_dep,unsafe_count,intra_vessel_rank,unsafe_rank_count,rank_gap_to_top,unsafe_x_height,min_height_pct,hours_until_load,same_group_in_stack,initial_below_count,reshuffles
1,1.2216,0,0,1,2,1,0.5208,4.3295,0,1,0,-4,0,0.1403,92.69,0,0,2
3,-2.56,0,1,1,2,2,0.785,0.6336,1,1,0,-3,3,0.7013,3.99,0,0,0
1,4.9441,0,0,1,3,2,0.5192,5.2827,0,3,0,-1,0,0.1414,110.45,0,0,2
3,5.2224,0,0,1,2,1,0.7875,0.8143,1,1,0,-7,3,0.7695,8.33,0,1,0
3,-0.3298,0,0,1,2,2,0.6992,0.7855,2,1,0,-6,6,0.7521,7.63,0,0,0
3,0.6347,0,0,1,2,2,0.7508,0.7197,0,1,0,-12,0,0.7219,6.05,0,0,0
2,1.2761,0,1,1,1,1,0.5375,1.0391,0,2,0,0,0,0.1282,9.04,0,0,0
2,6.5123,0,0,1,2,1,0.5796,2.2148,0,7,0,7,0,0.3126,43.64,0,0,0
3,19.6748,0,0,1,2,2,0.7208,0.7615,0,1,0,-9,0,0.7399,7.06,0,0,0
1,5.8903,0,0,1,2,1,0.5833,1.7041,1,1,0,-1,1,0.0138,29.68,0,1,1
3,-2.56,0,1,1,1,1,0.63,0.603,1,2,0,-3,3,0.6866,3.25,0,0,0
2,-2.56,0,0,1,1,1,0.6258,2.7119,2,2,0,-9,4,0.3849,53.87,0,2,2
3,-0.3298,0,0,0,1,2,0.7275,0.7493,1,2,0,-2,3,0.7362,6.76,0,0,0
2,-1.7251,0,0,0,1,2,0.6213,0.8531,1,2,1,1,2,0.0202,9.26,0,0,0
2,11.184,0,0,0,1,2,0.6222,0.8547,1,2,0,-2,2,0.0218,9.29,0,1,0
2,27.1628,0,0,1,2,1,0.6258,1.175,0,7,1,7,0,0.2989,12.31,0,0,1
3,-0.3547,0,0,1,1,1,0.7858,0.8175,1,2,0,-6,3,0.7706,8.4,0,0,1
3,-2.56,0,0,1,1,1,0.7467,0.7233,1,2,0,-9,3,0.7245,6.14,0,0,0
3,-0.3298,0,0,0,1,2,0.71,0.7729,2,2,1,-2,6,0.7468,7.33,0,1,0
3,-0.3547,0,0,1,1,1,0.7892,0.8131,1,2,0,-6,3,0.769,8.3,0,0,0
1,19.6748,0,1,0,1,3,0.5067,4.4097,0,2,0,2,0,0.1505,94.61,0,0,2
1,14.3462,0,0,1,2,2,0.5278,0.8644,0,16,0,3,0,0.0091,10.98,0,0,1
3,-2.56,0,0,0,1,3,0.78,0.6421,1,2,1,2,3,0.7044,4.19,0,0,0
3,5.2224,0,1,0,1,3,0.7133,0.7697,0,2,0,-1,0,0.7447,7.25,0,0,0
3,-3.1622,0,0,0,1,2,0.7742,0.6488,2,2,0,-8,6,0.7084,4.35,0,0,0
2,-3.1622,0,0,0,1,2,0.6185,0.5998,1,2,0,-11,2,0.0005,3.18,0,0,0
2,0.9463,0,1,1,1,1,0.6204,0.8601,1,2,1,-15,2,0.025,9.43,0,0,0
1,7.848,0,0,0,1,3,0.5042,4.713,0,2,0,2,0,0.1774,101.89,0,0,2
2,-3.1622,0,0,1,1,1,0.62,0.7359,1,2,0,-12,2,0.0005,6.44,0,0,0
3,0.0,1,1,1,1,1,0.7792,0.6427,1,2,0,0,3,0.705,4.21,1,1,0
2,-0.3298,0,0,0,1,3,0.6194,0.7986,1,2,1,2,2,0.0005,7.95,0,1,0
2,-1.7251,0,1,1,1,1,0.62,0.7227,1,2,0,-3,2,0.0005,6.13,0,0,0
2,-1.7251,0,1,0,1,3,0.635,3.8942,1,2,0,-1,2,0.489,82.24,0,0,2
2,23.4526,0,0,1,1,1,0.6194,0.5889,0,2,0,2,0,0.0005,2.92,0,0,0
3,-2.2053,0,0,0,1,2,0.6642,0.8918,2,5,2,1,6,0.8826,11.89,0,0,0
2,1.5657,0,0,1,3,1,0.6,16.5357,1,3,1,-2,2,0.3383,240.0,0,1,0
2,-0.3298,0,0,1,3,1,0.6194,0.7054,1,3,0,-2,2,0.0005,5.71,0,0,0
2,0.0,1,1,1,3,1,0.62,0.7258,0,3,0,-2,0,0.0005,6.2,0,0,0
2,16.9091,0,0,1,3,1,0.512,2.1422,0,3,0,1,0,0.2083,40.2,0,0,1
3,0.6347,0,0,1,3,2,0.7942,0.8079,1,3,0,-1,3,0.7658,8.17,0,0,0
2,0.0,1,0,1,3,3,0.6306,0.6969,1,3,0,-12,2,0.0005,5.51,0,1,0
2,2.1808,0,0,1,2,1,0.6194,0.7824,0,4,0,-7,0,0.0005,7.56,0,0,0
3,-17.0829,0,0,0,2,3,0.7367,15.1305,3,4,2,4,9,0.8374,240.0,0,2,0
2,1.2216,0,0,1,2,2,0.5778,3.4581,0,4,0,3,0,0.2889,71.78,0,0,0
1,10.4957,0,0,1,2,1,0.5217,4.3162,0,4,0,4,0,0.1392,92.37,0,0,2
2,2.1808,0,0,1,2,2,0.6241,0.6209,0,4,0,-6,0,0.0005,3.68,0,0,0
3,-0.3298,0,0,0,2,3,0.765,0.6873,1,4,1,-2,3,0.7126,5.28,0,0,0
3,-0.3547,0,1,0,2,3,0.8017,0.6958,1,4,1,4,3,0.7169,5.48,0,0,0
2,-10.6569,0,0,1,2,1,0.5792,15.205,1,4,0,4,2,0.0229,240.0,0,1,0
2,-1.7251,0,0,1,2,2,0.6317,2.3356,1,4,1,3,2,0.2171,44.84,0,1,2
2,0.9463,0,0,1,2,2,0.5204,2.5013,0,4,0,-12,0,0.2832,48.81,0,0,0
3,-3.1622,0,0,1,2,2,0.705,0.7782,2,4,1,3,6,0.7489,7.46,0,1,0
2,10.5414,0,0,0,2,3,0.6222,0.598,0,4,0,1,0,0.0005,3.13,0,0,0
3,0.0,1,0,1,2,2,0.8017,0.616,0,4,0,-6,0,0.6908,3.57,0,0,0
3,-2.56,0,0,1,2,2,0.7458,0.7246,1,4,0,0,3,0.7251,6.17,0,0,0
1,13.4935,0,0,0,2,3,0.5843,1.6781,0,4,0,-2,0,0.0117,29.06,0,0,1
3,13.9207,1,0,1,2,1,0.6433,0.5915,1,4,1,-7,3,0.6803,2.98,0,1,0
1,17.8186,0,0,1,2,1,0.5208,3.3724,0,4,0,4,0,0.0005,69.72,0,0,1
3,1.5461,0,0,0,2,3,0.65,1.7473,1,10,0,10,3,0.7816,32.43,0,1,0
3,-2.56,0,0,0,1,3,0.7108,0.7722,2,5,1,-4,6,0.7463,7.32,0,0,0
3,-0.3298,0,0,0,1,2,0.735,0.7354,3,5,1,-2,9,0.732,6.43,0,0,1
3,0.6347,0,0,0,1,2,0.7475,0.7222,1,5,0,-5,3,0.724,6.12,0,1,0
3,0.9463,0,0,0,1,3,0.7575,0.7004,2,5,2,-7,6,0.7174,5.59,0,1,0
2,5.087,0,0,0,1,2,0.5486,15.2857,1,11,1,-5,2,0.1239,240.0,0,1,0
1,11.184,0,0,1,3,1,0.4972,3.194,0,15,0,7,0,0.0048,65.44,0,0,1
3,0.0,1,0,1,3,3,0.7525,0.7127,0,15,1,6,0,0.7204,5.89,0,0,0
2,-0.3298,0,0,1,3,3,0.6231,0.7287,1,15,1,12,2,0.0005,6.27,0,0,0
2,-1.7251,0,0,1,3,2,0.6222,0.6739,1,15,1,11,2,0.0005,4.96,0,0,0
3,-0.3547,0,0,1,2,2,0.8008,0.8013,2,16,2,9,6,0.7621,8.01,0,1,0
3,5.8903,0,0,1,2,2,0.6611,0.5744,0,16,0,9,0,0.6723,2.57,0,0,0
3,1.2216,0,0,1,2,2,0.7642,0.6878,0,16,0,9,0,0.7131,5.29,0,0,0
2,-3.1622,0,0,1,2,2,0.6181,0.6867,1,16,1,15,2,0.0005,5.26,0,0,0
2,22.5808,0,0,1,2,2,0.6204,0.4838,0,16,0,16,0,0.009,0.39,0,0,0
3,2.4134,0,0,0,2,3,0.7675,0.6702,1,16,1,7,3,0.7116,4.87,0,1,0
3,-0.3547,0,0,0,2,3,0.7258,0.7542,1,16,1,10,3,0.7373,6.88,0,0,1
1,-1.7251,0,0,1,2,2,0.5259,3.3283,1,16,1,12,1,0.0043,68.66,0,1,1
3,-12.9744,0,0,1,1,1,0.6375,15.1815,2,17,2,3,6,0.8996,240.0,0,1,0
2,2.4629,0,0,0,1,3,0.5315,13.4072,0,11,0,11,0,0.2027,240.0,0,0,0
2,-0.3298,0,0,0,1,3,0.62,0.6829,1,17,1,17,2,0.0011,5.17,0,0,0
3,5.8903,0,0,0,1,3,0.8017,0.6518,0,17,0,14,0,0.7089,4.42,0,0,0
3,-14.2754,0,0,0,1,3,0.6592,15.1694,3,17,3,17,9,0.8858,240.0,0,1,0
2,1.3705,0,0,1,2,1,0.5898,0.6986,0,1,0,-7,0,0.244,7.08,0,0,0
2,10.5414,0,0,1,3,1,0.6125,0.839,0,6,0,4,0,0.0128,8.92,0,0,0
1,20.0713,0,0,0,1,2,0.5056,0.8977,0,17,0,7,0,0.0274,11.78,0,0,2
2,-0.3547,0,0,1,3,3,0.6185,0.595,1,6,1,6,2,0.0005,3.06,0,1,1
1,-0.3547,0,0,1,3,2,0.4944,3.2012,1,6,0,-1,1,0.0054,65.61,0,1,1
2,-2.56,0,0,0,2,3,0.62,0.7209,2,7,2,1,4,0.0005,6.08,0,1,0
2,24.4877,0,0,1,2,2,0.6241,0.6577,0,7,0,7,0,0.0011,4.57,0,0,0
3,-0.3298,0,0,1,2,2,0.7008,0.7842,2,7,2,3,6,0.7516,7.6,0,0,0
2,0.6347,0,0,0,2,3,0.6139,0.8384,1,7,1,1,2,0.0122,8.9,0,1,0
2,1.2963,0,0,1,2,1,0.6278,0.5932,0,7,0,7,0,0.0005,3.02,0,0,0
2,16.1769,0,0,1,2,1,0.6213,0.8596,0,7,0,5,0,0.0244,9.41,0,0,1
2,1.2216,0,0,1,1,1,0.6222,0.8572,1,8,1,3,2,0.0228,9.35,0,0,0
3,-0.3547,0,0,0,1,2,0.8017,0.8005,2,8,2,7,6,0.7611,7.99,0,1,1
3,15.4864,0,0,1,1,1,0.7942,0.6245,1,8,1,3,3,0.6951,3.77,0,1,0
3,0.523,0,0,1,1,1,0.7417,0.7277,1,8,1,8,3,0.7277,6.25,0,1,0
3,0.6347,0,0,0,1,2,0.7817,0.6384,0,8,0,4,0,0.7034,4.1,0,0,0
3,13.4935,0,0,0,1,3,0.7308,0.745,0,8,1,5,0,0.7346,6.66,0,0,0
2,-1.7251,0,0,1,3,3,0.6333,0.8169,1,12,2,9,2,0.0005,8.39,0,1,0
2,0.9463,0,0,1,2,2,0.5407,3.5159,0,13,0,9,0,0.3095,73.16,0,0,0
2,3.7969,0,0,1,1,1,0.5708,0.8051,0,2,0,-12,0,0.5304,9.56,0,0,1
2,1.2216,0,0,1,2,2,0.6167,0.8372,1,13,1,12,2,0.0117,8.87,0,1,0
2,5.8903,0,0,0,2,3,0.6222,0.7898,0,13,0,13,0,0.0005,7.74,0,0,0
2,2.1808,0,0,1,2,1,0.6194,0.8186,0,13,0,2,0,0.0005,8.43,0,0,0
2,-3.1622,0,0,1,2,1,0.6153,0.8301,2,13,1,-4,4,0.0074,8.71,0,1,0
3,-0.3547,0,0,1,2,2,0.8,0.6192,1,13,1,12,3,0.6914,3.64,0,0,0
3,-0.3547,0,0,1,1,1,0.7683,0.666,3,14,2,12,9,0.7116,4.77,0,0,0
3,-1.301,0,1,0,1,2,0.7933,1.1121,3,2,0,-5,9,0.73,10.36,0,0,0
2,0.9645,0,0,1,2,2,0.5278,1.0025,0,1,0,-9,0,0.0835,8.17,0,0,1
3,-1.301,0,0,1,3,2,0.7744,1.0167,2,12,2,5,6,0.6229,8.07,0,0,0
2,3.5213,0,0,0,1,2,0.6222,16.9522,1,14,1,10,2,0.2484,240.0,0,1,1
3,0.0,1,0,1,3,1,0.6633,0.917,0,0,0,-5,0,0.8831,6.11,0,0,2
2,-17.2115,0,0,0,1,2,0.6009,15.7209,1,14,1,13,2,0.0623,240.0,0,0,0
3,11.5387,0,0,1,2,1,0.705,0.8725,0,7,1,5,0,0.8571,11.43,0,0,0
3,-2.8075,0,1,1,2,1,0.69,0.8797,1,7,1,5,3,0.8661,11.6,0,0,1
3,9.5951,0,0,1,3,2,0.8,1.0715,2,6,1,2,6,0.6862,9.38,0,0,0
3,-3.1947,0,0,1,3,2,0.7489,0.7145,2,12,3,8,6,0.635,7.64,0,1,0
1,6.6258,0,0,1,3,3,0.6175,3.8866,0,12,0,12,0,0.007,83.77,0,0,2
3,0.3116,0,0,1,3,2,0.7589,0.6492,0,12,0,11,0,0.5417,6.08,0,0,0
3,-0.6347,0,0,1,3,2,0.7933,0.6375,2,12,2,5,6,0.5253,5.79,0,0,0
3,2.4629,0,0,0,2,3,0.6558,13.2294,2,4,0,-2,6,0.8879,240.0,0,2,0
3,1.7787,0,0,1,3,1,0.6778,0.743,0,12,0,1,0,0.6688,8.33,0,0,0
3,0.3116,0,0,1,3,2,0.6861,0.6093,0,12,0,11,0,0.4847,5.12,0,0,0
3,-0.3547,0,0,1,3,2,0.8025,0.6138,1,9,2,8,3,0.6903,3.51,0,0,0
3,-3.1947,0,0,0,1,2,0.7958,0.7989,1,8,0,-5,3,0.7284,9.67,0,0,0
3,1.7787,0,0,1,3,2,0.795,0.7996,2,12,2,2,6,0.7289,9.69,0,0,0
1,13.286,0,0,1,3,2,0.5267,5.1592,0,12,0,2,0,0.1618,114.32,0,0,2
3,5.2556,0,0,1,3,2,0.7756,0.6434,1,12,1,8,3,0.5338,5.94,0,0,0
2,-4.1085,0,0,1,3,1,0.6241,1.4947,1,0,0,-8,2,0.0048,19.54,0,0,1
3,1.5461,0,0,1,3,2,0.8,0.6353,1,12,1,8,3,0.5222,5.74,0,0,0
3,10.2377,0,0,1,3,3,0.6756,1.056,0,0,0,-12,0,0.6698,9.01,0,0,0
3,-0.3116,0,0,1,3,1,0.7333,0.9023,2,0,0,-11,6,0.4578,5.32,0,0,0
3,-3.5063,0,0,1,3,3,0.7644,1.02,2,0,0,-3,6,0.6276,8.14,0,0,0
2,-0.9645,0,0,1,2,2,0.7517,0.8998,1,13,1,9,2,0.0771,12.09,0,0,1
3,-2.6714,0,0,1,3,2,0.6324,0.8672,1,0,0,-10,3,0.4093,4.48,0,0,0
3,-1.2761,0,1,1,3,1,0.74,2.1543,2,0,0,-2,6,0.8353,35.37,0,1,0
3,16.2744,0,0,0,2,3,0.7622,0.648,2,13,2,10,6,0.5401,6.05,0,2,0
2,13.8065,0,0,0,2,3,0.6167,0.8408,0,13,0,7,0,0.0274,10.68,0,0,0
3,-1.2761,0,0,1,3,3,0.762,0.891,1,0,0,-6,3,0.4415,5.05,0,0,0
2,4.9441,0,1,1,3,3,0.5194,2.2485,0,0,0,0,0,0.0457,37.63,0,0,0
3,-0.9894,0,0,1,2,1,0.7343,0.5901,1,13,1,5,3,0.4573,4.66,0,1,0
2,18.7285,0,1,1,3,2,0.6167,1.1729,1,0,0,-13,2,0.0544,11.82,0,1,0
3,-0.3116,0,0,1,3,1,0.6657,0.9288,3,0,0,-14,9,0.4963,5.96,0,0,0
3,12.5472,0,0,1,3,1,0.7426,0.8984,1,0,0,-11,3,0.4525,5.23,0,1,0
2,-1.301,0,1,1,3,3,0.6014,1.1388,2,0,0,-6,4,0.009,11.0,0,1,0
3,0.0,1,0,1,2,2,0.8019,0.5636,1,13,2,9,3,0.4188,4.02,0,0,0
2,-2.6714,0,0,1,3,1,0.6208,1.1321,1,0,0,-5,2,0.0016,10.84,0,1,0
3,-3.1947,0,0,1,2,2,0.7241,0.594,1,13,1,6,3,0.4631,4.75,0,0,0
3,-0.9645,0,1,0,2,3,0.7844,0.6405,1,13,2,7,3,0.5295,5.87,0,0,0
3,-0.9463,0,1,1,2,1,0.7922,0.9494,1,1,0,-10,3,0.5258,6.45,0,0,0
3,-0.6347,0,0,1,2,1,0.7417,0.7936,2,13,3,2,6,0.7226,9.54,0,0,0
2,11.032,0,0,1,2,1,0.6056,1.1436,0,1,0,-1,0,0.0153,11.11,0,0,0
3,-3.5063,0,0,1,2,1,0.7478,1.0263,3,1,0,-1,9,0.6355,8.3,0,1,0
1,13.8065,0,0,1,2,2,0.5208,5.2325,0,13,0,6,0,0.1656,116.08,0,0,2
2,12.6183,0,0,1,2,2,0.5259,3.4442,0,1,0,1,0,0.2798,66.32,0,0,1
3,-1.2761,0,1,1,2,1,0.7483,1.101,1,1,0,-1,3,0.7184,10.09,0,0,0
2,-14.3462,0,0,0,2,3,0.5963,12.6419,2,13,2,1,4,0.2388,240.0,0,1,1
2,0.3116,0,1,1,2,2,0.6102,0.8634,1,13,1,9,2,0.0575,11.22,0,0,0
3,-3.5063,0,1,1,2,2,0.6244,1.0051,1,1,0,-9,3,0.6055,7.79,0,0,0
3,-4.1085,0,0,1,2,1,0.69,0.9834,2,1,0,-16,6,0.5744,7.27,0,0,0
3,-0.9894,0,0,1,2,2,0.74,0.7947,2,13,2,12,6,0.7236,9.57,0,0,0
3,-1.301,0,1,1,2,1,0.7625,1.1281,1,1,0,-7,3,0.7463,10.74,0,0,0
3,-3.5063,0,1,1,2,2,0.7678,1.0186,2,1,0,-9,6,0.6261,8.11,0,1,0
3,-1.2761,0,0,0,2,3,0.7367,1.0297,1,1,0,-2,3,0.6408,8.38,0,0,0
3,-2.3598,0,0,1,2,2,0.6922,0.6711,3,13,3,9,9,0.5733,6.6,0,1,0
1,15.2306,0,1,1,2,1,0.5296,5.1008,0,1,0,-7,0,0.0876,106.08,0,0,2
3,0.0,1,0,0,2,3,0.6296,0.9433,0,1,0,-11,0,0.5169,6.3,0,0,0
1,4.2761,0,0,1,2,2,0.525,5.2537,0,1,0,-3,0,0.1371,109.75,0,0,2
2,-0.6347,0,0,1,2,2,0.5981,0.8712,1,13,1,6,2,0.0633,11.41,0,1,2
3,0.5869,0,1,1,2,2,0.7644,0.6473,0,13,1,6,0,0.539,6.03,0,0,0
3,9.5951,0,1,0,2,3,0.7042,2.1736,0,1,0,1,0,0.8576,35.83,0,0,1
3,-3.5063,0,1,1,2,1,0.7578,0.9608,2,1,0,-10,6,0.5422,6.72,0,0,0
2,14.884,0,0,1,2,1,0.612,0.8878,0,13,0,13,0,0.0707,11.8,0,0,1
3,-16.0535,0,0,0,1,2,0.6889,13.5312,3,5,1,-5,9,0.5749,240.0,0,1,0
3,1.7787,0,0,1,2,1,0.6648,0.6175,0,13,0,11,0,0.4968,5.32,0,0,0
3,18.0614,1,0,1,2,2,0.6463,0.8541,0,1,0,-15,0,0.4014,4.16,0,0,0
2,19.0401,0,0,1,2,1,0.6181,0.7943,0,10,0,-4,0,0.0005,9.56,0,0,0
2,15.5422,0,0,1,2,1,0.5833,0.8381,0,13,0,5,0,0.0237,10.61,0,0,0
2,-2.6714,0,0,1,2,2,0.637,3.0779,2,1,0,0,4,0.2083,57.53,0,1,1
2,-5.9616,0,0,1,2,1,0.5694,14.6544,1,13,1,11,2,0.2932,240.0,0,1,2
3,-0.9894,0,0,0,2,3,0.8008,0.7731,3,13,3,13,9,0.7004,9.05,0,1,0
3,4.5877,0,0,0,2,3,0.7592,0.818,0,13,0,10,0,0.7484,10.13,0,0,0
3,-11.5387,0,0,1,2,2,0.7467,11.3404,3,13,3,12,9,0.7194,240.0,0,0,0
2,12.9744,0,0,1,2,2,0.6231,1.1691,0,1,0,-3,0,0.0491,11.72,0,0,1
3,15.9628,0,0,1,2,2,0.6343,0.8649,1,1,0,-3,3,0.4082,4.42,0,1,0
3,-2.3598,0,0,0,2,3,0.7519,0.5834,1,13,1,10,3,0.4473,4.5,0,0,0
3,5.9996,0,0,1,1,1,0.7442,1.3604,2,14,2,14,6,0.7261,23.14,0,2,0
2,-2.3598,0,1,0,1,2,0.6208,2.1568,1,14,1,13,2,0.3191,42.26,0,0,1
2,-0.3116,0,0,0,1,2,0.6231,1.0487,1,2,1,1,2,0.0005,8.83,0,0,1
3,0.0,1,1,0,1,2,0.7176,0.5968,0,14,1,1,0,0.4668,4.82,0,0,0
3,0.3116,0,1,0,1,3,0.6269,0.5595,1,14,1,11,3,0.4124,3.92,0,0,0
3,-0.9463,0,0,0,1,2,0.7167,0.9086,1,2,1,1,3,0.4673,5.47,0,0,0
1,19.2977,0,0,0,1,3,0.505,5.6587,0,2,0,2,0,0.1769,119.47,0,0,2
3,0.0,1,0,0,1,3,0.8008,0.7774,1,14,2,11,3,0.7046,9.15,0,0,0
3,-1.301,0,1,1,1,1,0.7267,1.0336,1,2,0,-6,3,0.6456,8.47,0,0,0
2,-3.1947,0,0,0,1,3,0.6078,2.1357,1,14,1,11,2,0.2941,41.75,0,0,1
2,4.9441,0,1,0,1,3,0.6156,1.0673,0,2,0,2,0,0.0005,9.28,0,0,1
3,-1.2761,0,0,0,1,3,0.65,0.9352,1,2,0,-1,3,0.5053,6.11,0,0,0
3,1.5461,0,0,0,1,2,0.6842,1.8722,1,14,1,13,3,0.8698,35.43,0,0,0
3,0.0,1,1,1,1,1,0.6178,1.0071,0,2,0,0,0,0.6086,7.83,1,0,0
2,-0.6347,0,0,0,1,3,0.612,0.8507,2,14,2,8,4,0.0396,10.91,0,0,0
3,-0.9645,0,0,0,1,3,0.637,0.6288,3,14,3,14,9,0.5127,5.59,0,1,0
2,22.8667,0,0,0,1,2,0.5704,2.3581,0,2,0,2,0,0.1803,40.26,0,0,0
3,6.245,0,0,1,3,2,0.6283,0.9106,0,6,0,-1,0,0.9054,12.34,0,0,0
3,-1.2761,0,1,0,1,2,0.7908,1.0753,1,2,1,1,3,0.692,9.47,0,0,0
3,0.0,1,1,1,3,2,0.6967,1.0472,1,15,1,-1,3,0.6598,8.8,0,0,0
3,-0.6347,0,0,1,1,1,0.7808,0.7702,2,14,2,3,6,0.6978,8.98,0,0,0
3,-0.9463,0,0,1,3,2,0.6287,0.8702,1,15,1,5,3,0.4114,4.55,0,1,0
2,0.3116,0,0,0,1,2,0.5958,0.8468,0,14,0,4,0,0.0343,10.82,0,0,0
3,-1.2761,0,0,1,3,1,0.7992,1.1092,1,15,1,13,3,0.7263,10.29,0,0,0
3,-1.2761,0,0,1,3,1,0.6667,0.9911,1,15,1,7,3,0.5854,7.45,0,0,0
3,-0.3547,0,1,0,1,2,0.8025,0.6498,1,5,1,4,3,0.7089,4.38,0,0,0
3,-0.6347,0,0,1,3,1,0.7356,0.7185,1,3,1,1,3,0.6414,7.74,0,0,0
3,-3.1947,0,0,1,1,1,0.6822,0.6746,1,11,0,0,3,0.5781,6.69,0,0,0
2,-1.301,0,0,1,3,3,0.6306,1.6228,2,15,2,15,4,0.0005,22.61,0,0,0
3,-0.6347,0,0,1,3,2,0.7692,0.7783,2,3,1,-7,6,0.7052,9.17,0,0,0
2,-0.3116,0,0,1,3,3,0.6153,1.153,1,15,1,12,2,0.028,11.34,0,0,0
2,-2.3598,0,0,1,3,1,0.6308,2.7417,1,3,0,-2,2,0.2125,56.3,0,1,2
3,-0.9463,0,0,1,3,2,0.7883,1.1137,2,15,1,-1,6,0.7326,10.39,0,1,0
2,-2.56,0,0,0,1,2,0.6178,0.8632,0,5,0,-8,0,0.0266,9.5,0,0,1
2,0.0,1,1,1,3,2,0.6176,1.1538,0,15,0,-1,0,0.0295,11.36,0,0,1
2,0.3116,0,0,1,3,3,0.6,1.945,0,3,0,-12,0,0.0559,37.18,0,0,0
3,-0.3116,0,0,1,3,1,0.6444,1.0705,1,15,1,10,3,0.6846,9.36,0,0,0
3,0.0,1,0,1,3,3,0.68,0.7424,0,3,1,3,0,0.6677,8.31,0,0,0
3,-0.9463,0,0,1,3,2,0.7144,0.9752,4,15,4,2,12,0.5628,7.07,0,1,0
3,0.3116,0,0,1,3,1,0.7333,0.7191,1,3,0,-8,3,0.6424,7.75,0,0,0
3,-3.1947,0,0,1,3,2,0.6775,1.8752,1,3,0,-1,3,0.8741,35.5,0,0,1
3,0.2753,0,0,1,3,3,0.7367,0.9678,1,15,1,9,3,0.5522,6.89,0,0,0
3,0.5869,0,0,1,3,2,0.7778,0.6426,2,3,1,-1,6,0.5327,5.92,0,1,0
3,-9.3197,0,1,0,1,3,0.6633,10.5871,1,2,0,2,3,0.587,240.0,0,1,0
3,18.7285,0,0,1,3,2,0.788,0.8806,1,15,1,2,3,0.4267,4.8,0,1,0
3,-0.9645,0,0,1,3,2,0.7725,0.8116,1,3,1,2,3,0.7416,9.97,0,0,0
3,0.2753,0,0,1,2,2,0.6537,0.9336,1,16,1,12,3,0.5032,6.07,0,1,0
2,4.5877,0,0,1,3,2,0.6178,1.1869,0,3,0,-1,0,0.0053,18.98,0,0,1
3,-1.301,0,0,0,2,3,0.785,1.1163,1,16,1,10,3,0.7347,10.46,0,0,0
2,4.2761,0,1,1,2,2,0.6231,1.1249,1,16,1,12,2,0.0005,10.66,0,0,1
3,-0.9463,0,0,1,2,1,0.7267,0.9711,3,16,3,11,9,0.557,6.97,0,0,0
3,-2.6714,0,0,1,2,1,0.7822,1.0145,1,7,0,-4,3,0.6192,8.01,0,0,0
3,5.2556,0,0,1,2,2,0.6278,0.6924,1,4,0,3,3,0.6039,7.11,0,1,0
3,-3.5063,0,0,1,2,2,0.78,1.0151,1,16,1,15,3,0.6203,8.03,0,0,0
3,-3.7969,0,0,0,2,3,0.7008,1.8638,2,4,2,1,6,0.8597,35.23,0,1,1
3,-2.6714,0,0,1,2,1,0.7556,0.8935,1,16,1,14,3,0.4451,5.11,0,0,0
3,-0.9463,0,0,1,2,2,0.6472,0.8534,2,16,2,6,6,0.4008,4.15,0,1,0
2,-0.6347,0,0,1,2,2,0.6181,0.765,1,4,1,3,2,0.0005,8.86,0,0,0
3,0.0,1,0,1,2,1,0.6289,0.6919,1,4,0,-7,3,0.6034,7.1,0,0,0
2,-0.3116,0,0,0,2,3,0.6544,1.3331,1,16,1,13,2,0.0486,15.66,0,0,1
2,-2.3598,0,0,1,2,1,0.6467,0.8719,1,4,0,-4,2,0.0639,11.42,0,0,1
2,-2.6714,0,0,1,2,2,0.62,3.589,1,16,1,15,2,0.3496,69.8,0,0,3
3,1.5461,0,0,1,2,1,0.79,0.7642,0,4,0,-1,0,0.6925,8.84,0,0,0
2,-0.6427,0,0,1,2,1,0.6189,12.0467,2,4,1,2,4,0.026,240.0,0,2,2
3,-0.2326,0,0,1,2,2,0.7725,3.0676,1,10,1,3,3,0.7094,64.08,0,0,0
3,-3.5063,0,0,1,2,2,0.6344,1.0015,2,16,3,6,6,0.6007,7.7,0,1,1
3,0.0,1,0,1,2,2,0.6544,0.6838,0,4,0,-9,0,0.5912,6.91,0,0,0
3,0.3116,0,0,1,2,2,0.7028,0.6027,0,4,0,-9,0,0.4752,4.96,0,0,0
2,-1.2761,0,0,1,2,2,0.6167,1.0858,1,16,1,15,2,0.0005,9.72,0,0,0
2,-3.7969,0,0,1,2,2,0.6244,1.4997,1,4,0,0,2,0.0276,26.49,0,0,1
2,21.9461,0,0,1,2,2,0.6176,0.7889,0,4,0,4,0,0.0005,9.43,0,0,0
2,-2.6714,0,0,0,2,3,0.6204,1.4853,1,16,1,7,2,0.0053,19.31,0,0,0
2,0.5869,0,0,1,2,1,0.6111,0.8884,1,4,0,2,2,0.0713,11.82,0,1,1
3,-0.3116,0,0,0,2,3,0.6343,0.9414,3,16,3,13,9,0.5142,6.26,0,1,0
3,15.2306,0,0,1,2,2,0.7044,0.9784,1,16,1,0,3,0.5675,7.15,0,1,1
3,0.3116,0,0,1,2,1,0.7667,0.5773,0,4,1,2,0,0.4388,4.35,0,0,1
3,-2.6714,0,1,1,2,2,0.6426,0.8575,3,16,3,12,9,0.4035,4.25,0,1,0
3,-0.3116,0,0,1,3,1,0.7189,0.9738,2,3,1,-2,6,0.5607,7.04,0,0,0
